TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
denovo1555	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	
denovo1556	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica
denovo1557	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1558	Unassigned						
denovo1559	Bacteria	TM7	TM7-3				
denovo1560	Unassigned						
denovo1561	Unassigned						
denovo1562	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
denovo1563	Unassigned						
denovo1564	Unassigned						
denovo1565	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1566	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar
denovo1567	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	tannerae
denovo1568	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1569	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
denovo1570	Unassigned						
denovo1571	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
denovo1572	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	
denovo1573	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1574	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	
denovo1575	Unassigned						
denovo1576	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1577	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1578	Bacteria	Firmicutes	Bacilli				
denovo1579	Unassigned						
denovo1580	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae		
denovo1581	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales			
denovo1582	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	
denovo1583	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	moorei
denovo1584	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae		
denovo1585	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1586	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1587	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae
denovo1588	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1589	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1590	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	durum
denovo1591	Unassigned						
denovo1592	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1593	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
denovo1594	Bacteria	TM7	TM7-3	CW040			
denovo1595	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	nanceiensis
denovo1596	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1598	Unassigned						
denovo1599	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae		
denovo1600	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
denovo1601	Unassigned						
denovo1602	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1603	Unassigned						
denovo1604	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	
denovo1605	Unassigned						
denovo1606	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1607	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
denovo1608	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1609	Unassigned						
denovo1610	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1611	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
denovo1612	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1613	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1614	Unassigned						
denovo1615	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
denovo1616	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1617	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	
denovo1618	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1619	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
denovo1620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
denovo1621	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
denovo1622	Unassigned						
denovo1623	Unassigned						
denovo1624	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1625	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	
denovo1626	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
denovo1627	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1628	Unassigned						
denovo1629	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
denovo1630	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1631	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1632	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
denovo1633	Unassigned						
denovo1634	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	
denovo1635	Unassigned						
denovo1636	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae
denovo1637	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	
denovo1638	Bacteria	Firmicutes	Clostridia	Clostridiales	[Mogibacteriaceae]		
denovo1639	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1640	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
denovo1641	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1642	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	dispar
denovo1643	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1644	Unassigned						
denovo1645	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	ochracea
denovo1646	Unassigned						
denovo1647	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1648	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica
denovo1649	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
denovo1650	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
denovo1651	Unassigned						
denovo1652	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1653	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae		
denovo1654	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	
denovo1655	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae		
denovo1656	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1657	Unassigned						
denovo1658	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Paludibacter	
denovo1659	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
denovo1660	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	
denovo1661	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
denovo1662	Unassigned						
denovo1663	Unassigned						
denovo1664	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	
denovo1665	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1666	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	noxia
denovo1667	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	endodontalis
denovo1668	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	
denovo1669	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	
denovo1670	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1671	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	
denovo1672	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	
denovo1673	Unassigned						
denovo1674	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	
denovo1675	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	
denovo1676	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	
denovo1677	Unassigned						
denovo1678	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1679	Unassigned						
denovo1680	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
denovo1681	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	[Paraprevotellaceae]	[Prevotella]	
denovo1682	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica
